Date,Open,High,Low,Close ,Adj Close ,Volume,Currency
1-Apr-18,65.0698,67.12,64.805,66.61,66.61,NULL,INR
1-Mar-18,65.24,65.4,64.67,65.0698,65.0698,NULL,INR
1-Feb-18,63.665,65.6,63.543,64.91,64.91,NULL,INR
1-Jan-18,63.8408,64.13,63.21,63.7699,63.7699,NULL,INR
1-Dec-17,64.4996,64.69,63.79,63.8408,63.8408,NULL,INR
1-Nov-17,64.6701,65.58,64.27,64.4148,64.4148,NULL,INR
1-Oct-17,65.2933,65.68,64.6,64.8424,64.8424,NULL,INR
1-Sep-17,63.9255,65.89,63.77,65.36,65.36,NULL,INR
1-Aug-17,64.19,64.35,63.563,63.9762,63.9762,NULL,INR
1-Jul-17,64.6068,64.9,64.05,64.1235,64.1235,NULL,INR
1-Jun-17,64.5005,64.84,64.02,64.7851,64.7851,NULL,INR
1-May-17,64.2805,65.14,63.88,64.6186,64.6186,NULL,INR
1-Apr-17,64.7967,65.1925,63.928,64.2583,64.2583,NULL,INR
1-Mar-17,66.705,66.89,64.74,64.79,64.79,NULL,INR
1-Feb-17,67.4694,67.678,66.52,66.6932,66.6932,NULL,INR
1-Jan-17,67.9448,68.493,67.32,67.821,67.821,NULL,INR
1-Dec-16,68.585,68.588,67.308,67.9448,67.9448,NULL,INR
1-Nov-16,66.665,68.895,66.205,68.608,68.608,NULL,INR
1-Oct-16,66.5465,66.9925,66.35,66.7814,66.7814,NULL,INR
1-Sep-16,66.964,67.15,66.07,66.8163,66.8163,NULL,INR
1-Aug-16,66.648,67.24,66.53,67.1266,67.1266,NULL,INR
1-Jul-16,67.501,67.59,66.6,66.648,66.648,NULL,INR
1-Jun-16,67.193,68.203,66.37,67.416,67.416,NULL,INR
1-May-16,66.418,67.78,66.01,67.133,67.133,NULL,INR
1-Apr-16,66.248,66.85,65.61,66.418,66.418,NULL,INR
1-Mar-16,68.218,68.329,65.94,66.368,66.368,NULL,INR
