Date,Open,High,Low,Close ,Adj Close ,Volume,Currency
1-Nov-08,"2,885.40","3,240.55","2,502.90","2,755.10","2,755.10",NULL,INR
1-Oct-08,"3,921.85","4,000.50","2,252.75","2,885.60","2,885.60",NULL,INR
1-Sep-08,"4,356.10","4,558.00","3,715.05","3,921.20","3,921.20",NULL,INR
1-Aug-08,"4,331.60","4,649.85","4,201.85","4,360.00","4,360.00",NULL,INR
1-Jul-08,"4,039.75","4,539.45","3,790.20","4,332.95","4,332.95",NULL,INR
1-Jun-08,"4,869.25","4,908.80","4,021.70","4,040.55","4,040.55",NULL,INR
1-May-08,"5,265.30","5,298.85","4,801.90","4,870.10","4,870.10",NULL,INR
1-Apr-08,"4,735.65","5,230.75","4,628.75","5,165.90","5,165.90",NULL,INR
1-Mar-08,"5,222.80","5,222.80","4,468.55","4,734.50","4,734.50",NULL,INR
1-Feb-08,"5,140.60","5,545.20","4,803.60","5,223.50","5,223.50",NULL,INR
1-Jan-08,"6,136.75","6,357.10","4,448.50","5,137.45","5,137.45",NULL,INR
1-Dec-07,"5,765.45","6,185.40","5,676.70","6,138.60","6,138.60",NULL,INR
1-Nov-07,"5,903.80","6,011.95","5,394.35","5,762.75","5,762.75",NULL,INR
1-Oct-07,"5,021.50","5,976.00","5,000.95","5,900.65","5,900.65",NULL,INR
1-Sep-07,"4,518.45","5,055.80","4,481.55","5,021.35","5,021.35",NULL,INR
